order_id,seller_id,buyer_id,kodepos,subtotal,discount,total,created_at,paid_at,delivery_at,lokasi
2811.0,50.0,12699.0,37081,1230000.0,85200.0,1144800.0,2020-05-28,0,,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
3217.0,38.0,751.0,10699,106000.0,0.0,106000.0,2019-06-22,0,,"Jakarta, sebagian Banten dan Jawa Barat"
3318.0,60.0,13792.0,4044,2915000.0,0.0,2915000.0,2020-01-12,0,,"Sulawesi, Maluku, Papua"
3336.0,38.0,10016.0,37781,3388000.0,0.0,3388000.0,2020-01-11,0,,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
3646.0,7.0,3295.0,28340,2581000.0,0.0,2581000.0,2019-10-10,0,,"Banten, Jawa Barat"
3775.0,50.0,15909.0,72836,11590000.0,0.0,11590000.0,2019-05-20,0,,"Jawa Tengah, Yogyakarta"
3790.0,12.0,9710.0,84846,3057000.0,0.0,3057000.0,2020-02-10,0,,Jawa Timur
3823.0,64.0,8076.0,21671,198000.0,0.0,198000.0,2019-10-14,0,,"Bengkulu, Jambi, Bangka Belitung, Sumatra Selatan, Lampung"
3849.0,47.0,7914.0,16593,923000.0,0.0,923000.0,2020-02-26,0,,"Bengkulu, Jambi, Bangka Belitung, Sumatra Selatan, Lampung"
3929.0,51.0,12641.0,75306,810000.0,0.0,810000.0,2020-03-19,0,,"Bali, Nusa Tenggara"
3939.0,39.0,10866.0,30932,1425000.0,0.0,1425000.0,2019-11-23,0,,"Jakarta, sebagian Banten dan Jawa Barat"
3974.0,24.0,7607.0,22200,1272000.0,0.0,1272000.0,2020-03-10,0,,"Bengkulu, Jambi, Bangka Belitung, Sumatra Selatan, Lampung"
4172.0,8.0,2392.0,36154,163000.0,0.0,163000.0,2020-05-20,0,,"Sulawesi, Maluku, Papua"
4261.0,53.0,12841.0,43707,183000.0,0.0,183000.0,2020-02-09,0,,"Bali, Nusa Tenggara"
4327.0,8.0,10101.0,73693,532000.0,0.0,532000.0,2019-07-28,0,,"Bengkulu, Jambi, Bangka Belitung, Sumatra Selatan, Lampung"
4417.0,67.0,8414.0,89128,299000.0,0.0,299000.0,2019-12-22,0,,Jawa Timur
4718.0,10.0,3001.0,25521,402000.0,0.0,402000.0,2019-12-17,0,,Kalimantan
4725.0,12.0,1125.0,73118,4038000.0,0.0,4038000.0,2020-02-29,0,,"Bengkulu, Jambi, Bangka Belitung, Sumatra Selatan, Lampung"
4778.0,67.0,852.0,9899,501000.0,0.0,501000.0,2020-04-14,0,,Jawa Timur
4829.0,49.0,4086.0,15299,316000.0,0.0,316000.0,2020-05-08,0,,Kalimantan
4931.0,53.0,15408.0,59056,1970000.0,0.0,1970000.0,2020-01-25,0,,Kalimantan
4958.0,22.0,1100.0,47937,132000.0,0.0,132000.0,2019-09-25,0,,Jawa Timur
4979.0,23.0,14496.0,45495,3642000.0,0.0,3642000.0,2020-02-09,0,,"Bengkulu, Jambi, Bangka Belitung, Sumatra Selatan, Lampung"
5027.0,46.0,2250.0,74283,11929000.0,1900000.0,10029000.0,2020-03-29,0,,Jawa Timur
5061.0,2.0,14776.0,90033,6147000.0,1033600.0,5113400.0,2020-03-20,0,,"Banten, Jawa Barat"
5249.0,17.0,4342.0,25536,990000.0,0.0,990000.0,2019-09-28,0,,"Banten, Jawa Barat"
5406.0,20.0,4307.0,75838,198000.0,0.0,198000.0,2019-11-27,0,,"Bali, Nusa Tenggara"
5594.0,33.0,3224.0,75409,320000.0,0.0,320000.0,2019-10-19,0,,Kalimantan
5604.0,52.0,235.0,41534,72000.0,0.0,72000.0,2019-11-20,0,,"Sulawesi, Maluku, Papua"
5767.0,67.0,15281.0,90561,1031000.0,150000.0,881000.0,2020-04-23,0,,"Jawa Tengah, Yogyakarta"
5956.0,53.0,2481.0,34614,201000.0,0.0,201000.0,2019-10-03,0,,Kalimantan
6053.0,28.0,10829.0,92415,44000.0,0.0,44000.0,2020-03-19,0,,"Banten, Jawa Barat"
6253.0,12.0,13041.0,2010,1842000.0,0.0,1842000.0,2020-04-25,0,,Jawa Timur
6407.0,40.0,6260.0,52069,1924000.0,0.0,1924000.0,2020-03-28,0,,Jawa Timur
6612.0,2.0,11440.0,9337,4234000.0,0.0,4234000.0,2020-02-21,0,,"Banten, Jawa Barat"
6655.0,48.0,3460.0,55527,1672000.0,0.0,1672000.0,2019-11-28,0,,"Banten, Jawa Barat"
6668.0,58.0,3102.0,25715,1124000.0,0.0,1124000.0,2020-05-05,0,,"Jawa Tengah, Yogyakarta"
6676.0,12.0,15772.0,23897,108000.0,0.0,108000.0,2020-01-25,0,,"Jawa Tengah, Yogyakarta"
6695.0,54.0,15047.0,43915,686000.0,0.0,686000.0,2019-11-29,0,,"Bali, Nusa Tenggara"
6707.0,42.0,15820.0,8372,190000.0,0.0,190000.0,2019-04-30,0,,Kalimantan
6806.0,53.0,2317.0,72136,314000.0,0.0,314000.0,2020-03-02,0,,Jawa Timur
6869.0,36.0,15712.0,15441,2636000.0,0.0,2636000.0,2020-05-09,0,,Kalimantan
6983.0,56.0,4541.0,93576,864000.0,0.0,864000.0,2020-04-04,0,,"Jawa Tengah, Yogyakarta"
7037.0,33.0,8684.0,58713,816000.0,0.0,816000.0,2020-05-23,0,,Jawa Timur
7278.0,36.0,522.0,18518,2933000.0,0.0,2933000.0,2019-10-31,0,,"Sulawesi, Maluku, Papua"
7366.0,14.0,10081.0,48537,276000.0,0.0,276000.0,2019-05-20,0,,"Jakarta, sebagian Banten dan Jawa Barat"
7370.0,25.0,11511.0,81463,802000.0,0.0,802000.0,2019-12-23,0,,"Jawa Tengah, Yogyakarta"
7432.0,8.0,16992.0,42354,1696000.0,0.0,1696000.0,2020-05-12,0,,Jawa Timur
7454.0,10.0,4887.0,11283,8935000.0,0.0,8935000.0,2020-05-21,0,,"Bengkulu, Jambi, Bangka Belitung, Sumatra Selatan, Lampung"
7594.0,16.0,16468.0,8586,4438000.0,0.0,4438000.0,2019-06-05,0,,"Bali, Nusa Tenggara"
7597.0,27.0,326.0,19739,1396000.0,0.0,1396000.0,2020-03-10,0,,"Sulawesi, Maluku, Papua"
7693.0,62.0,12585.0,75230,2839000.0,0.0,2839000.0,2020-05-21,0,,"Bengkulu, Jambi, Bangka Belitung, Sumatra Selatan, Lampung"
7713.0,50.0,1453.0,31117,156000.0,0.0,156000.0,2019-08-07,0,,"Sulawesi, Maluku, Papua"
7939.0,63.0,11878.0,91928,860000.0,0.0,860000.0,2019-12-14,0,,"Jawa Tengah, Yogyakarta"
8311.0,39.0,7940.0,64287,4950000.0,0.0,4950000.0,2019-10-25,0,,"Banten, Jawa Barat"
8497.0,23.0,2311.0,61386,4462000.0,408900.0,4053100.0,2020-05-25,0,,"Banten, Jawa Barat"
8522.0,1.0,9565.0,25496,9294000.0,0.0,9294000.0,2020-05-31,0,,"Bali, Nusa Tenggara"
8544.0,9.0,13.0,14712,2342000.0,0.0,2342000.0,2019-09-07,0,,"Bali, Nusa Tenggara"
8549.0,6.0,16168.0,64852,30000.0,0.0,30000.0,2020-01-12,0,,Kalimantan
8561.0,18.0,12577.0,58135,1924000.0,0.0,1924000.0,2019-08-06,0,,"Bali, Nusa Tenggara"
8576.0,55.0,6448.0,61153,164000.0,0.0,164000.0,2019-10-08,0,,"Jawa Tengah, Yogyakarta"
8663.0,11.0,3705.0,35503,810000.0,0.0,810000.0,2020-03-25,0,,"Jawa Tengah, Yogyakarta"
8865.0,34.0,3517.0,87836,1184000.0,0.0,1184000.0,2019-10-21,0,,"Jawa Tengah, Yogyakarta"
8912.0,23.0,8776.0,79401,197000.0,0.0,197000.0,2019-07-19,0,,"Sulawesi, Maluku, Papua"
9011.0,8.0,11789.0,54190,717000.0,0.0,717000.0,2020-01-14,0,,"Jakarta, sebagian Banten dan Jawa Barat"
9060.0,8.0,6996.0,14694,5987000.0,0.0,5987000.0,2020-03-16,0,,"Bali, Nusa Tenggara"
9095.0,21.0,8185.0,98388,108000.0,10800.0,97200.0,2019-08-14,0,,Jawa Timur
9150.0,38.0,9118.0,70216,510000.0,0.0,510000.0,2020-01-08,0,,"Bali, Nusa Tenggara"
9309.0,56.0,16309.0,84615,5600000.0,0.0,5600000.0,2019-09-25,0,,"Bali, Nusa Tenggara"
9477.0,2.0,1798.0,12618,16092000.0,0.0,16092000.0,2020-01-21,0,,Jawa Timur
9707.0,4.0,542.0,81709,7470000.0,0.0,7470000.0,2020-03-14,0,,"Bengkulu, Jambi, Bangka Belitung, Sumatra Selatan, Lampung"
9739.0,42.0,10577.0,13041,444000.0,0.0,444000.0,2019-08-13,0,,Jawa Timur
9801.0,8.0,5760.0,5364,5000.0,0.0,5000.0,2020-01-22,0,,"Jakarta, sebagian Banten dan Jawa Barat"
9970.0,6.0,5576.0,96987,1075000.0,22400.0,1052600.0,2020-04-25,0,,"Sulawesi, Maluku, Papua"
10066.0,55.0,9239.0,95754,1394000.0,0.0,1394000.0,2020-02-27,0,,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
10231.0,51.0,2330.0,53957,5687000.0,576000.0,5111000.0,2020-05-04,0,,"Bali, Nusa Tenggara"
10357.0,36.0,8408.0,71055,2759000.0,0.0,2759000.0,2019-12-01,0,,"Banten, Jawa Barat"
10571.0,15.0,2370.0,61347,2204000.0,0.0,2204000.0,2020-02-14,0,,"Sulawesi, Maluku, Papua"
10644.0,17.0,3293.0,55206,540000.0,0.0,540000.0,2019-11-12,0,,Kalimantan
10697.0,38.0,12473.0,11404,168000.0,0.0,168000.0,2020-02-27,0,,"Sulawesi, Maluku, Papua"
10795.0,63.0,13704.0,68108,5469000.0,0.0,5469000.0,2019-11-12,0,,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
10972.0,43.0,6543.0,35824,1461000.0,0.0,1461000.0,2020-05-03,0,,Jawa Timur
11395.0,52.0,14194.0,56449,2128000.0,0.0,2128000.0,2019-11-09,0,,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
11524.0,28.0,13914.0,32496,336000.0,0.0,336000.0,2020-02-24,0,,"Sulawesi, Maluku, Papua"
11573.0,43.0,12439.0,34449,4776000.0,0.0,4776000.0,2020-05-14,0,,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
11903.0,24.0,15674.0,66775,3831000.0,0.0,3831000.0,2020-02-14,0,,Kalimantan
11906.0,1.0,11393.0,2092,621000.0,0.0,621000.0,2020-02-11,0,,"Jakarta, sebagian Banten dan Jawa Barat"
11951.0,20.0,5118.0,56174,445000.0,0.0,445000.0,2020-03-05,0,,"Banten, Jawa Barat"
11954.0,35.0,13825.0,4212,396000.0,0.0,396000.0,2020-02-21,0,,"Jawa Tengah, Yogyakarta"
12102.0,14.0,14834.0,31261,32000.0,0.0,32000.0,2019-08-09,0,,"Sulawesi, Maluku, Papua"
12145.0,16.0,5783.0,18300,195000.0,0.0,195000.0,2020-01-13,0,,"Bengkulu, Jambi, Bangka Belitung, Sumatra Selatan, Lampung"
12346.0,52.0,8305.0,22494,3644000.0,0.0,3644000.0,2019-08-21,0,,Kalimantan
12361.0,34.0,11953.0,54301,1170000.0,0.0,1170000.0,2020-04-03,0,,"Banten, Jawa Barat"
12398.0,68.0,967.0,74046,1402000.0,0.0,1402000.0,2020-05-18,0,,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
12453.0,22.0,240.0,31799,916000.0,0.0,916000.0,2019-10-25,0,,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
12539.0,6.0,14546.0,90844,703000.0,0.0,703000.0,2019-05-16,0,,"Bali, Nusa Tenggara"
12582.0,10.0,16345.0,17457,356000.0,0.0,356000.0,2020-04-20,0,,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
12625.0,47.0,15920.0,59475,1430000.0,0.0,1430000.0,2019-10-29,0,,"Sulawesi, Maluku, Papua"
12646.0,62.0,851.0,36863,132000.0,0.0,132000.0,2019-03-30,0,,Kalimantan
12959.0,15.0,989.0,31438,464000.0,0.0,464000.0,2019-08-18,0,,Jawa Timur
13007.0,33.0,6275.0,52266,1320000.0,0.0,1320000.0,2019-11-27,0,,Kalimantan
13112.0,5.0,1164.0,61940,1428000.0,0.0,1428000.0,2019-11-29,0,,Kalimantan
13181.0,53.0,9414.0,51044,675000.0,0.0,675000.0,2020-05-19,0,,"Banten, Jawa Barat"
13245.0,10.0,12531.0,87539,64000.0,0.0,64000.0,2020-02-04,0,,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
13246.0,47.0,8126.0,16695,5624000.0,0.0,5624000.0,2019-12-03,0,,"Banten, Jawa Barat"
13259.0,43.0,13894.0,87299,991000.0,0.0,991000.0,2020-05-17,0,,"Bali, Nusa Tenggara"
13361.0,42.0,13646.0,23524,400000.0,0.0,400000.0,2019-07-29,0,,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
13444.0,65.0,12490.0,76650,2064000.0,0.0,2064000.0,2019-09-19,0,,"Sulawesi, Maluku, Papua"
13657.0,55.0,4155.0,94030,4462000.0,0.0,4462000.0,2019-12-17,0,,Kalimantan
13705.0,39.0,8222.0,29817,1074000.0,0.0,1074000.0,2020-03-16,0,,Kalimantan
13749.0,67.0,13036.0,88911,1043000.0,0.0,1043000.0,2019-12-04,0,,"Jawa Tengah, Yogyakarta"
13911.0,57.0,3409.0,58045,3214000.0,0.0,3214000.0,2020-05-02,0,,Kalimantan
13961.0,45.0,10402.0,8140,3105000.0,0.0,3105000.0,2020-05-07,0,,"Banten, Jawa Barat"
14032.0,20.0,6410.0,77877,1018000.0,0.0,1018000.0,2020-01-24,0,,"Bengkulu, Jambi, Bangka Belitung, Sumatra Selatan, Lampung"
14250.0,63.0,1194.0,29881,3827000.0,0.0,3827000.0,2020-04-21,0,,"Jakarta, sebagian Banten dan Jawa Barat"
14463.0,2.0,11494.0,19595,432000.0,0.0,432000.0,2019-07-13,0,,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
14781.0,26.0,991.0,78510,2522000.0,0.0,2522000.0,2020-02-27,0,,Kalimantan
14785.0,5.0,14689.0,57628,836000.0,0.0,836000.0,2019-06-03,0,,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
14853.0,47.0,14299.0,25134,114000.0,0.0,114000.0,2019-09-27,0,,"Jawa Tengah, Yogyakarta"
14914.0,17.0,3130.0,94899,200000.0,0.0,200000.0,2019-11-15,0,,Kalimantan
15009.0,3.0,13811.0,59025,258000.0,0.0,258000.0,2019-11-29,0,,"Jawa Tengah, Yogyakarta"
15025.0,44.0,16986.0,74224,286000.0,0.0,286000.0,2019-09-20,0,,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
15052.0,53.0,13610.0,68347,990000.0,0.0,990000.0,2019-12-19,0,,"Sulawesi, Maluku, Papua"
15124.0,17.0,13025.0,72390,114000.0,0.0,114000.0,2020-05-09,0,,"Jawa Tengah, Yogyakarta"
15126.0,8.0,16393.0,12537,1684000.0,0.0,1684000.0,2019-11-24,0,,"Bengkulu, Jambi, Bangka Belitung, Sumatra Selatan, Lampung"
15191.0,66.0,11646.0,87566,48000.0,0.0,48000.0,2020-05-26,0,,"Bengkulu, Jambi, Bangka Belitung, Sumatra Selatan, Lampung"
15217.0,43.0,13895.0,22812,4613000.0,0.0,4613000.0,2019-11-15,0,,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
15297.0,18.0,8302.0,70249,304000.0,0.0,304000.0,2019-05-07,0,,"Jawa Tengah, Yogyakarta"
15619.0,44.0,9644.0,54157,204000.0,0.0,204000.0,2020-05-08,0,,"Banten, Jawa Barat"
15826.0,26.0,3644.0,88487,32000.0,0.0,32000.0,2020-04-08,0,,"Jakarta, sebagian Banten dan Jawa Barat"
16024.0,43.0,14809.0,51918,600000.0,0.0,600000.0,2019-09-10,0,,"Bali, Nusa Tenggara"
16132.0,40.0,3715.0,30084,2299000.0,0.0,2299000.0,2020-04-14,0,,"Banten, Jawa Barat"
16155.0,7.0,3377.0,56518,672000.0,0.0,672000.0,2019-05-03,0,,"Bengkulu, Jambi, Bangka Belitung, Sumatra Selatan, Lampung"
16455.0,1.0,6641.0,45783,51000.0,0.0,51000.0,2020-04-21,0,,"Banten, Jawa Barat"
16591.0,7.0,13429.0,81486,465000.0,0.0,465000.0,2020-04-14,0,,"Banten, Jawa Barat"
16601.0,49.0,1799.0,89380,126000.0,0.0,126000.0,2019-03-15,0,,"Bali, Nusa Tenggara"
16847.0,5.0,7430.0,3126,4044000.0,0.0,4044000.0,2019-10-23,0,,"Bengkulu, Jambi, Bangka Belitung, Sumatra Selatan, Lampung"
16895.0,41.0,14544.0,6602,136000.0,0.0,136000.0,2019-09-17,0,,"Jawa Tengah, Yogyakarta"
16959.0,14.0,8031.0,87698,924000.0,160000.0,764000.0,2020-03-19,0,,"Jawa Tengah, Yogyakarta"
17089.0,50.0,5831.0,54613,1637000.0,0.0,1637000.0,2020-03-22,0,,"Jawa Tengah, Yogyakarta"
17160.0,17.0,3477.0,66503,959000.0,0.0,959000.0,2019-10-29,0,,"Bengkulu, Jambi, Bangka Belitung, Sumatra Selatan, Lampung"
17171.0,67.0,5479.0,75989,1198000.0,0.0,1198000.0,2020-02-15,0,,"Bali, Nusa Tenggara"
17415.0,48.0,1293.0,20286,1224000.0,0.0,1224000.0,2020-02-02,0,,"Jakarta, sebagian Banten dan Jawa Barat"
17500.0,11.0,3181.0,72960,110000.0,0.0,110000.0,2020-02-01,0,,"Jawa Tengah, Yogyakarta"
17564.0,51.0,16630.0,45632,2415000.0,0.0,2415000.0,2020-04-28,0,,"Jakarta, sebagian Banten dan Jawa Barat"
17681.0,8.0,8208.0,95113,40000.0,0.0,40000.0,2020-04-27,0,,"Jakarta, sebagian Banten dan Jawa Barat"
17739.0,7.0,8974.0,91131,3750000.0,0.0,3750000.0,2019-11-25,0,,"Bali, Nusa Tenggara"
17871.0,4.0,1707.0,87902,2362000.0,0.0,2362000.0,2019-12-30,0,,Jawa Timur
17876.0,56.0,14135.0,39655,2364000.0,30600.0,2333400.0,2020-04-02,0,,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
17884.0,30.0,1952.0,81007,1699000.0,0.0,1699000.0,2020-04-25,0,,"Jawa Tengah, Yogyakarta"
17896.0,16.0,10352.0,22200,168000.0,0.0,168000.0,2019-02-12,0,,Jawa Timur
18011.0,7.0,14025.0,34198,1050000.0,0.0,1050000.0,2019-09-10,0,,"Bali, Nusa Tenggara"
18259.0,12.0,931.0,47227,1135000.0,0.0,1135000.0,2020-03-26,0,,Jawa Timur
18319.0,30.0,4715.0,89995,45000.0,0.0,45000.0,2019-06-22,0,,Kalimantan
18355.0,35.0,5059.0,38455,6534000.0,0.0,6534000.0,2019-04-01,0,,"Bali, Nusa Tenggara"
18424.0,9.0,17797.0,61399,1025000.0,0.0,1025000.0,2019-12-22,0,,"Jakarta, sebagian Banten dan Jawa Barat"
18742.0,32.0,16713.0,42974,630000.0,0.0,630000.0,2020-05-31,0,,"Bengkulu, Jambi, Bangka Belitung, Sumatra Selatan, Lampung"
19006.0,18.0,12257.0,12336,760000.0,0.0,760000.0,2019-11-24,0,,Kalimantan
19021.0,24.0,3912.0,9087,4620000.0,0.0,4620000.0,2019-12-29,0,,Kalimantan
19040.0,11.0,7166.0,11732,28000.0,0.0,28000.0,2019-08-09,0,,Jawa Timur
19253.0,17.0,14479.0,84567,125000.0,0.0,125000.0,2020-03-15,0,,"Jakarta, sebagian Banten dan Jawa Barat"
19291.0,39.0,10638.0,95529,11586000.0,0.0,11586000.0,2019-11-16,0,,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
19400.0,50.0,124.0,28852,791000.0,0.0,791000.0,2019-08-10,0,,Jawa Timur
19545.0,54.0,5207.0,86887,1917000.0,0.0,1917000.0,2019-09-29,0,,"Banten, Jawa Barat"
19547.0,6.0,11889.0,11755,156000.0,0.0,156000.0,2020-04-27,0,,"Sulawesi, Maluku, Papua"
19572.0,12.0,2820.0,2697,3255000.0,0.0,3255000.0,2020-05-23,0,,"Banten, Jawa Barat"
19601.0,9.0,134.0,93322,1890000.0,0.0,1890000.0,2019-10-25,0,,"Bengkulu, Jambi, Bangka Belitung, Sumatra Selatan, Lampung"
19662.0,18.0,12487.0,48234,396000.0,0.0,396000.0,2020-01-24,0,,"Bali, Nusa Tenggara"
19732.0,15.0,16278.0,51918,470000.0,0.0,470000.0,2019-11-05,0,,"Jawa Tengah, Yogyakarta"
19874.0,53.0,4352.0,86124,665000.0,44550.0,620450.0,2019-12-03,0,,"Jawa Tengah, Yogyakarta"
20111.0,7.0,127.0,60738,1200000.0,0.0,1200000.0,2019-10-22,0,,"Sulawesi, Maluku, Papua"
20117.0,33.0,13887.0,68212,32000.0,0.0,32000.0,2020-01-29,0,,"Sulawesi, Maluku, Papua"
20149.0,32.0,9294.0,58378,420000.0,0.0,420000.0,2019-12-31,0,,"Jawa Tengah, Yogyakarta"
20279.0,46.0,13114.0,43379,4437000.0,0.0,4437000.0,2020-03-17,0,,Jawa Timur
20303.0,17.0,14650.0,98953,6900000.0,0.0,6900000.0,2019-12-10,0,,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
20369.0,56.0,10719.0,8551,28000.0,0.0,28000.0,2019-11-24,0,,Kalimantan
20485.0,25.0,4066.0,98682,432000.0,0.0,432000.0,2019-09-18,0,,"Sulawesi, Maluku, Papua"
20570.0,56.0,10946.0,14945,87000.0,0.0,87000.0,2019-09-06,0,,"Jakarta, sebagian Banten dan Jawa Barat"
20924.0,1.0,5206.0,97300,65000.0,0.0,65000.0,2019-11-25,0,,"Bengkulu, Jambi, Bangka Belitung, Sumatra Selatan, Lampung"
21128.0,48.0,15262.0,64876,520000.0,0.0,520000.0,2019-12-12,0,,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
21369.0,32.0,9539.0,97771,2000000.0,0.0,2000000.0,2019-08-24,0,,"Jakarta, sebagian Banten dan Jawa Barat"
21386.0,17.0,13538.0,93240,1619000.0,0.0,1619000.0,2020-05-28,0,,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
21389.0,14.0,11327.0,18963,798000.0,0.0,798000.0,2019-09-29,0,,"Bengkulu, Jambi, Bangka Belitung, Sumatra Selatan, Lampung"
21515.0,36.0,7327.0,18446,240000.0,0.0,240000.0,2019-12-08,0,,"Banten, Jawa Barat"
21835.0,14.0,1729.0,40148,9505000.0,0.0,9505000.0,2020-05-11,0,,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
21838.0,45.0,13697.0,87894,120000.0,0.0,120000.0,2019-12-16,0,,"Sulawesi, Maluku, Papua"
21893.0,67.0,2210.0,59526,156000.0,0.0,156000.0,2020-01-28,0,,"Banten, Jawa Barat"
21905.0,34.0,8414.0,89128,245000.0,0.0,245000.0,2019-11-05,0,,"Sulawesi, Maluku, Papua"
22278.0,45.0,4262.0,7042,1500000.0,0.0,1500000.0,2020-04-26,0,,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
22290.0,32.0,6023.0,50155,854000.0,0.0,854000.0,2020-05-02,0,,Jawa Timur
22490.0,12.0,7641.0,27489,20447000.0,0.0,20447000.0,2019-12-16,0,,"Banten, Jawa Barat"
22542.0,3.0,2249.0,79585,5244000.0,0.0,5244000.0,2019-11-09,0,,Kalimantan
22599.0,9.0,8655.0,50576,1365000.0,0.0,1365000.0,2019-10-10,0,,"Bengkulu, Jambi, Bangka Belitung, Sumatra Selatan, Lampung"
22886.0,51.0,2792.0,95814,123000.0,0.0,123000.0,2020-02-23,0,,Kalimantan
22903.0,19.0,4168.0,98836,60000.0,0.0,60000.0,2019-10-31,0,,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
23099.0,39.0,102.0,38427,4020000.0,0.0,4020000.0,2020-01-20,0,,"Bali, Nusa Tenggara"
23229.0,22.0,17715.0,57838,2873000.0,0.0,2873000.0,2020-05-13,0,,"Bali, Nusa Tenggara"
23381.0,50.0,2874.0,89633,216000.0,0.0,216000.0,2019-09-19,0,,"Jawa Tengah, Yogyakarta"
